Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
74416,B001BM3C0Q,AKXCQP3DLGW7F,"A. bauman ""Mother, Wife, Artist""",3,6,2,1152230400,Blech,"These were not good at all... too spicy. Too ""limey""... the crunch factor was really awful... felt like my teeth were going to break.  (Love the name... the chips were AWFUL!) Wound up throwing the bag away."
397337,B000FPJ75O,A1WNUDRA5KSVVN,Thomas Kelly,0,0,1,1296950400,These things stink!,"So my dog loves the regular dingo treats so I thought I'd try the beef variety. Got them and when I opened the bag, the smell hit me. My mother growing up was a smoker and the smell of these treats are exactly like an overfilled ash tray. So if you are put off by smoking or the smell of used cigarettes, then I can not recommend these to you. I can though however recommend the regular dingo treats. My dog goes nuts for the giant ones."
389392,B000HTJH58,A2VWGQAWSHRM78,Gluten Free Man,0,0,1,1345248000,High in Sugar,"Tastes great because it's high in sugar. The third ingredient after corn flower and water is ""evaporated cane juice"" . That's chemically equivant to sugar."
63762,B002IEZJMA,A28TWWUAWFVCTR,Never pay retail,0,0,2,1342483200,Not my cup of tea...or coffee as the case may be,Maybe I'm not their target customer since I don't generally drink iced coffee but frankly I thought this was kinda gross.  Drinking yesterday's coffee left in the pot without reheating it would be equally satisfying as  this canned beverage.  Didn't enjoy the flavor nor did I find it refreshing in any way.  I'm glad my Vine sample was only one can!
44671,B001EQ55RW,A2PUIDJWC4Q9EO,"kimberly2000 ""kimberly2000""",2,2,2,1262390400,"nice product, but don't overpay","These nuts are a decent snack on their own and I've made cookies with them as well. They are slightly sweet and I don't think the Splenda taste is overwhelming or unpleasant, but that is obviously a personal preference. Bought them on sale at Target for $3 a package, or about half the current listed price here."
534633,B000FDQV46,A3HMSEBFGOJGD2,"MercuryMe ""keep it real""",0,0,4,1285286400,Very pleasant,My husband loves this soup. We add things to it to thicken it up and also use less water.
180189,B002JANPDI,A18R7W9YOUPWA9,Turkeyphant,4,5,1,1264464000,Tablets suck - look for pure miraculin,"Like others, I found the effect really weak with these, even with two tablets per person. It was the same for everyone who tried them. I've used both the real fruit and the pure miraculin granules from the UK - both work much better. The fruit is great but expensive so you're probably best off trying miraculin rather than miracle fruit tablets."
313641,B002V1B4DI,A2LWC39QR1YL9L,Jr,0,0,4,1338508800,La Sirena Sardine 15.0 Oz (tomato sauce),"I like sardines but don't eat them very often...maybe a 15 oz can every year, reason why I gave La Sirena 4 stars instead of 5 because there may be better sardines. Having said that, I am planning of storing food for at least 6 months and sardines seem to be an excellent choice just in case the world goes down the drain (or worst yet, a zombie apocalypse...just kidding).<br /><br />I agree with the other comment about the sardines being firm, I don't think they require extra cooking though, I like them the way they come...that's my taste. But then again, I don't know anything about sardines.<br /><br />La Sirena sardines (15 oz can) provides you with 7 servings:<br />protein: 12g, carbs: 2g, fat: 3g (approx.), and 250mg of sodium.  So the total is:<br />Protein 84g, carbs 14g, fat 21g, and sodium 1750mg. You'll find that the sodium and carbs are in the tomato sauce, so you just can eat the sardines if you cant have the sodium.<br /><br />Personally, I don't care about the high sodium content. In fact, if the world goes down the pipe I'll need anything I can get my hands on. For instance, I can mix the tomato sauce with olive oil and garlic to mix it with pasta. I know, I know, this is not gourmet eating, but when surving is the top priority you will eat what you must.<br /><br />Do I recommend it? Absolutely!!!<br /><br />BTW it's supposed to be hot...it is not"
424130,B000OH57D4,A2PTYCTQMJYDYW,Jack&Ennis,0,0,5,1319328000,Why did price JUMP from $10.99 to $15.33???,"Another fabulous dry cat food with 40% protein and cats love it.<br /><br />Why did Amazon just raise the price from $10.99 to $15.33 or 39.4% for a 6-pound bag???<br /><br />This is the same thing they did with Taste of the Wild which was just raised over 60%.<br /><br />Inflation, yes but not hyper-inflation, YET."
301289,B003Z6ZGZK,A3661TXK40JJKX,Michael  Evans,0,0,5,1288828800,best instant,"Love the extra dark type. I like to keep packets on hand at work, the deli coffees are too weak for me. VIA pack, 8 oz of water even + ~2 oz creamer still makes a nice strong cup. Found here on Amazon for 62 cents per pack, grocery had for $1. $20 savings for a month's supply!"
546243,B004V6A8EW,A3UC3YT2E65LZO,R. Dowling,0,1,2,1340064000,Awful,"I'm a huge fan of Newman's salad dressings, but this flavor was so bad that I had to return it.  It smells like lemon-scented furniture polish, and tastes like lime-flavored Crystal Light drink mix -- chemical-tasting and completely overpowering.  I love Newman's products and will continue to buy their other flavors, but I won't be buying this stuff ever again (unless they drastically change the recipe)."
240091,B001VJ0B0I,ASJLXOX1VD4DF,"mahlers2nd ""The Only Way Out Is Through""",0,0,2,1348185600,Are all the pretty colors really necessary?  Or Healthy?,"This is dog food and therefore, I did not consume it myself -- however, based on the colors and shapes of the kibbles, I think Beneful assumes that I will.<br /><br />My dogs ate the food just fine -- no digestive issues and no real complaints... but they are dogs... they would eat out of my cat's litter box if I let them.<br /><br />What struck me as a human is how colorful the kibbles are -- lots of reds and greens. Really? I'm guessing that isn't natural food color there but added to make the food look more appetizing to humans. I'm not a natural health food nut by any stretch of the imagination but even the skeptic in me thinks that at a minimum, they are spending a lot of money on the appearance of the food where I would rather know that that money was going towards nutrition.<br /><br />Finally, I can't be sure but I do believe my dogs are actually ""passing a lot more gas"" since they have been eating this food. If that is true, that is yet another reason not to use this food in the long run... my house is stinky enough as it is without the contributions of my dogs.<br /><br />[NCJVR]"
24455,B004R8J8EK,A1ER6IYOMM8VCT,"! MR. KNOW IT ALL  ;-b ""DR SHOCK""",1,2,2,1313625600,"OK, BUT WHAT'S THE POINT!?","Shake N Bake is one of those products that has a limited market. While I like the crunch factor, it can be hard to keep the chicken from getting soggy on the bottom. It's really a glorified breading which is about as easy to make as boiling water. If you like it fine, but for me I'd rather make a dish from scratch."
285236,B0041L3MAE,A1TSPPNP0DT4VX,Nicole Donaldson,10,17,1,1209254400,DANGEROUS BONES!!!!,DANGEROUS BONES!!! Little dogs love these bones because they are tasty BUT they are truly dangerous. Our family Maltese (Pebbles) who had just turned one choked to death on one. They are not even safe if your supervising your dog because our dog choked on one in the presence of my sister. We were unable to do anything for her as we watched in horror as she slowly stopped breathing and got her to the vet in less than ten minutes. The vet attempted an emergency procedure and removed two peices and the bone had also tore her trachea. Her death was caused by these bones. These bones are not worth your precious pets life as it tore our family apart.
223331,B002QGK2V8,A1GIVB6QPYB8JO,Rf Foley,0,0,2,1261267200,Bob,"We tried this blend and it really tastes like burned coffee.  I guess when we thought about it, Kahlua is a coffee flavor, so how can you have a coffee flavored coffee ?  Seems like the maker just roasts the living daylights out of these beans.  I am not sure who this flavor would appeal to."
153862,B005VOOM2W,A1QR76SYGTXJN5,"Adam ""ashaef""",0,1,1,1332288000,Watery and flavorless,"Those have to be the three most boring cups of coffee I've ever had. The first cup tasted like watered down creamer and sugar. Thinking maybe I'd done something wrong, I tried again with the same result. Next time around I used two pods, no cream, and no sugar hoping for a stronger cup. No dice. I really like the idea of the coffee, the organic certification, fair trade certification, charities and initiatives they support, but come on, make me a stronger and more flavorful cup! Brown water isn't going to cut it."
533903,B003S6ONQA,A2LYK7GR2ZSHV5,"David E. Rosenthal ""Cheddarmonger""",0,1,1,1308700800,Yuck,"I'd had this box of creamers for only about a month when I noticed that the creamers were starting to spoil already, almost two months before the expiration date stamped on the box.  I've kept the box indoors in a climate-controlled office."
490449,B000CQE3IC,A3L85P5SQPNIPV,"Debra K. Dove ""Debra Dove""",0,0,4,1229040000,slim jim review,"Hello,<br />The slim jims came in a timely manner, as soon as I expected.  Most of<br />them were good, however, I found one of them that was uneatable."
4133,B001EW5YQS,A21VM9WVF8EOSJ,"Jonathan C. Warren ""NiALTA""",0,0,3,1322784000,A tad bit noisy and cheaply made,"Never really intended to use this in a professional setting so the noise issue is not that big of a deal. Just wanted a simple device that could fit in my backpack to interface with my laptop for impromptu interviews and music recordings. For the price paid, it's very cheap and lightweight plastic construction leaves much to be desired. Overall, I can not recommend this product at the current price it's sold at. 15 to 20 dollars, then sure. Still, it's an OK product."
552647,B004CGXPF0,A2XPR5U3A9H1YA,Ronnie McCullough,0,0,1,1347840000,Nasty...overpriced,I was excited o find this...brought back memories of my childhood.....gum was old nasty tasting and all the paper wrapped around gum was stuck to the gum...BIG FAIL!
461531,B000BEZVW2,A1EBL9K9KXV4VO,Kathy,5,8,2,1305504000,"Edible, but not even close to all the hype","These canned hot dogs are not what they are hyped up to be.  After reading all of the 5 star reviews my hubby and I had to try them.  I was nervous to buy a full case off of Amazon so I picked up a couple from a safeway grocery store (the other was the Little Links... completely gross!) for about $9 a can.<br /><br />We grilled them, with great success!  We used a little cooking oil spray and there was no sticking and they held together nicely.  I put mine on a toasted bun with ketchup and relish.  The dog was mushy and not much flavor.  It wasn't THE worst veggie dog but NOT even close to greatest.  They are not worth the price.  Morningstar veggie dogs are the best, these don't even compare except that they are hot dog shaped.<br /><br />If I were building a bomb shelter and wanted veggie dogs in my canned food stash, these would be go to choice.  Otherwise, save your money, try a can from the store before getting a giant amount here."
105954,B0045AAI62,ARK5SAGVLW3FY,bunnyrabbit4,4,4,5,1298160000,Tasty and Arrived as Promised,My brother-in-law is Vietnamese and a very hard man to buy for when its time to give gifts. The one thing he loves is Vietnamese cooking and my sister does her best to please. This Birthday I sent her some recipe books that required these. They live in a small town and the closest international store is two hours away. They passed the taste test!!
114778,B000N30EC8,A2R1NFDKF4ZL96,Charles L. Gilmore III,1,1,5,1281744000,Caramel Apple Delicious,"Delicious is a word that perfectly describes this cookie. I absolutely love Erin Baker's Caramel Apple Breakfast Cookie.<br /><br />I do not just eat this cookie for breakfast, but for an all the time snack. When I am hungry and I want a quick pick me up, I grab one. I for one, throw it into the microwave for 15 seconds so that I get that hot ""just baked"" taste.<br /><br />Amazon Prime makes everything so easy that I recommend it to my family and friends. I cannot think of a better way to have snacks stocked than by using Amazon Prime to deliver. In doing so, you do not have to worry about lines, traffic, and finding out if what you are looking for is still stocked on the store shelves.<br /><br />To the people out there who are looking for something that is great to eat in the morning or anytime, you cannot go wrong with Erin Baker's Caramel Apple Breakfast Cookie."
234109,B001EO6E0Q,A3KCKECEO3E2AN,K. Dubose,0,0,4,1212710400,Good salad dressing for those tired of the bottle,"This is a nice change to the traditional bottled italian salad dressing. My husband and I made a nice green salad with grilled chicken to try out this dressing. I must say it tasted pretty darn good. My only suggestion to anyone considering purchasing this dressing is to mix the dressing, oil and vinegar and really let it sit for the 20 minutes the maker suggests. We were anxious to try and didn't wait the whole time and I can see where waiting would have made the dressing taste even better. Give the herbs time to really marinate with the oil and vinegar. Overall, the dressing was easy to mix and use."
548553,B001EPPJT2,A33MAE60P4BDFZ,"Angelcat ""J""",0,0,4,1333238400,Guinness Bread,"Tried this on a whim, it sounded tasty.  I ended up using Guinness Extra Stout rather than the Draught called for but the bread came out fine.  When it first emerged from the oven it smelled heavenly and looked lovely.  It came out of the pan very easily.  When it had cooled I attempted cutting it and beware!  It's very crumbly. At first I did not like it, the flavor was very bland and reminiscent of what I'd think chewy cardboard would taste like. Disappointed I put it away overnight.  I tried some later the next day and voila! Flavor! It was very tasty after having a night to sit.  It's still very crumbly though, more of a breakfast-y bread then something you could use for a sandwich. Tastes very good with butter slathered on it, just remember if you don't care for it initially...let it rest, it may surprise you."
493442,B000HB9TOA,AIJG66AHTNTOB,leepers,2,6,4,1272499200,Gentle Bouquet,"I love the smell of Lemon Balm. This has a nice hint of Lemon Balm to it and is smooth, but I think that it needs a little more strength to it."
188684,B000MT1QBG,A2DX4Z3RPX7ZRW,J. Kenney,0,1,3,1342396800,Order WELL in advance,"Americolor works great.  Unfortunately it's taking more than 2 weeks to get to my house...after my twins 2nd birthday party.  I had to drive across town to buy another set of these colors to do my kids birthday cakes.  Oh well.  I ordered on July 1st.  It's July 16th, and they still haven't arrived yet.  Also, the local shop sold the .75 oz bottles for $1.95."
7676,B001E5DZTS,A2T3NM0FY01QS2,momof2,18,18,3,1303430400,"Some cans tastes good, others horrid","I really do not know what the issue is with this goat milk. My one year old daughter has suffered horrible constipation since switching to cow milk on her birthday. After a month of us both suffering (because I had to help it along if you get my drift), I switched her to goat milk. After 2 days, she was passing perfectly soft stools. The goat milk definitely cured her of the constipation, but each can I open seems to be different. Sometimes when I reconsitute it, I know right away that it is going to taste terrible because the smell is so strong. Other cans, I hardly notice it. She will not drink the bad-smelling milk, and when I have tried it, I have nearly vomitted! Majorly salty and gamey tasting.<br />Compared to fresh (Meyenberg from the fridge section of grocery store), well, it really doesn't compare. I have found the fresh to taste sweet, like cream, and then there is a little gamey after-taste, but nothing like the slap-you-in-the-face taste of the powdered. I was hoping to save money with the powdered, but since it is a 50/50 chance she won't drink certain cans, I am really wasting money. I am thinking I will have to stick with the fresh from now on.<br />If anyone has any ideas about what the difference between cans could be, I would love to hear it! I always have prepared it with Britta-filtered water (warmed on the stove) and mixed it up in pyrex, then stored it in a large Ball jar in fridge. (I know I should prob call the company and talk to them, but that would require me to actually remember to do it at a time that they are open and I am able - never happens!!)Thanks!"
268915,B004SRFYMK,A2CN496XAPHDL4,Sue M.,1,3,5,1314662400,Great product,My husband takes this in his lunch for work.  It's great in the hot weather for those who work outdoors and need hydration.
328,B003VTN95K,AKG4UJNVSHHAD,flowergirl,0,0,4,1340582400,Shipped great,"Even though we are International Delight fans we were not completely dissapointed by this product. We had no problem with the shipment, but the creamer itself is thinner than International Delight. Other than that we are happy :D"
435419,B0041O2JR8,A1OHIJ85XRRQ50,pops5150,0,0,4,1303430400,Good stuff,I like this mix. The fact that all you do is add water is the best thing. Unlike other that you have to add oil and eggs.<br />And very tasty too
115454,B000WFUL3E,A1Q54DEZTPB7F5,Shahar Goldin,1,1,5,1288915200,My cats love this stuff,"I've been feeding my cats wellness since I weaned the stray kitten and got the shelter kitten, and they seem to like all the flavours plenty but I've been alternating this and the straight chicken stuff for the past few weeks and they've basically stopped eating the chicken stuff, I guess saving space for this stuff instead."
298678,B006WW864W,A1XZOHSP1RBHD0,hhug,0,1,1,1336003200,Made both my dogs sick!,"I bought the Soup Bones thinking that they would be a great treat for my dogs, a 70lb german shorthaired pointer and a 14lb shitzu. Several hours after eating them, my pointer had a rumbly stomach that was so loud I could hear it and she was rolling around, obviously uncomfortable. My shitzu started vomiting and had terrible diahrrea. He did not eat for a full day and threw up everything, even the water he drank. He was a very sick little dog! It was sad to see my dogs so miserable because of something I had given them. I do not reccommend giving these to your dog!"
349580,B004TMWA0S,ANQ9FUPSCTSCO,"RICHARD KLOSS ""dude kloss""",0,0,5,1347062400,"good ,good, good","Good good ,good is only mildly put , wile brewing could smell all through the house , raspberry , chocolate . Tastes even better with international creamers . 5 stars"
53999,B000EGZ2L2,A30E6J7LAEKXUY,"Teresa G. Norman ""tdgn""",0,0,4,1319846400,dog food,My female bulldog has skin allergies and this product really helps her condition.  This is a good price for it with free shipping.
446558,B003SXA3JO,ASTCWO408LBPA,LN,3,4,1,1323820800,Did not include Chocolate Supreme Flavor,"This product does not ship with all of the flavors that were advertised. I received raspberry, mint, and french vanilla. I received NO plain chocolate which is the best of the flavors, in my opinion.<br /><br />The raspberry and french vanilla taste fake and chemical-y as well as being too sweet even for a sweet-tooth like myself.<br /><br />Save yourself the trouble and bad aftertaste: only order Chocolate Supreme. Avoid the Variety Pack."
262225,B002AU3K1E,A17XUU1IV0NCSD,"5HOGS ""story weaver""",0,0,5,1288051200,LOVE THESE COOKIES,"I love crisp sugar cookies, these were perfect, tasted like regular gluten cookies.  Will buy over and over."
280590,B005J6LSE2,A3AY9OT5NG38O0,political idiot,0,1,3,1326672000,An Old Friend,"Oban 14 is an old friend that I come back to like a comfort food. Though it has changed in flavor profile over the years, it is still a fine single malt whisky. I have sadly seen the price creep up into the stratosphere in recent years, thus a couple of star hit. But if you can get it on sale, give it a try. It is a well-made, uncomplicated, pleasant single malt even your mom will like.  Good stuff."
361682,B001ELJKEQ,AYMK4I5PIAX5U,"Stephen M. ""Big Steve""",0,0,1,1334448000,Did not work for me.,Purchased this kit when it went on sale for $30.  It didn't work out as the wine stopped fermenting before it finished.  Maybe that is why they had it on sale???  Followed directions exactly and had all the appropriate tools / kept everything clean and sanitary.
352603,B004HOQDK6,A39E3BK969RI3E,Kristina Chung,0,0,3,1348704000,good taste,"If you like an almond this is a good product and it is cheaper than the name brand. To me this product taste the same as the name brand, I like paying less and having the same taste!"
106240,B005N0E3CS,A2FVN7DQI3D4PB,Sandy M.,0,0,4,1350604800,Weruva Pumpkin Jack Splash pouched cat food,"The cats do love this food and I feel good feeding it to them because it is high quality food.  Read the ingredients and you may forget you are looking at a pouch of cat food, no ambiguous contents like ""poulty by-product meal"" here.  My only caveat is the cost.  Yes, I know you pay more for good quality cat food but I have read that even a lower quality wet food is better for your cats than the best dry food any day.  I feed my cats wet food once daily and they have ""grazing priviledges"" with a bowl of high quality dry food (<a href=""http://www.amazon.com/gp/product/B002C1WE5O"">Solid Gold Indigo Moon Holistic Cat Food</a>) that I typically have to fill once a day.  I may buy this once in a while as a treat but they seem to enjoy the less expensive leading brand just as much."
278046,B000WFKI82,AJSQODVTPYBKP,bellina,4,5,1,1334793600,My Cats Wouldn't Touch It,"A short background on the eating habits of my two cats, one is super finicky and the other cat will eat just about anything. When even my non-picky cat wouldn't touch any of it, I knew something was not right with this food. They refused to eat any of it. I like the premise behind the food, all natural and grain-free, but I am going to have to go back to the prior food my cats like. Hopefully my local animal shelter can make use of the food for their cats, if they even eat it."
316856,B004FEN3GA,A2YNF8D4ADUPD9,Robert M,0,1,2,1311811200,Would not buy again,"I found these to be disappointing.  I thought they might be soft and chewy, based on the fact that Fig Newtons have that kind of crust.  These were instead hard and crunchy, which isn't necessarily a bad thing.  They just didn't taste that good.  Kind of bland and cardboard-y, with barely any fruit flavor.  I won't be buying these at the store."
469083,B0087FGBTY,A2PAMTBTW2ERTL,DLBMP1969,0,0,2,1347580800,I HAVE NOT USED THE ITEM,"I have not used any of this item.  It is not what I intended to order.<br />I wanted White Tea Asian Plum & that is what I thought I was ordering.<br />Somehow the item I wanted did not get processed.  I have never drank<br />plain white tea, so I don't know if I like it or not."
442615,B000LKVIEG,A3OIJYUJZTTOAK,Steph,0,0,2,1329696000,Odd taste/smell and texture...,"I have purchased the Organic coconut milk many times.  It has a fresh, coconut taste and is very smooth.  But, it has guar gum added.  I decided to give the regular Natural Value a try (non-organic, no guar gum).  It is a very different product.  The coconut milk has a strange smell and flavor.  It is unpleasant and does not taste like coconut.  The can contains a lot of liquid and the coconut solid is somewhat grainy in texture compared to the organic.  Overall, I am unhappy with this product.  I cannot recommend it."
453440,B0029XLH4Y,A3HFJKQL15F9G4,jdubs45,2,4,1,1285718400,Maybe it really IS jet fuel,"I'd like to give the manuafacturers the benefit of the doubt, but this stuff is hard to swallow (no pun intended).  I love strong coffee, from the Sumatras to the other dark roasts.  That's why I purchased the Jet Fuel.  I also purchased the Kona coffee from the same coffee co. - that is a great roast and I would recommend to anyone.  But this coffee actually has the aroma of old cigarettes...not too appetizing.  I could have just received a bad batch and I'll look to return what I have left (I did give it a few tries)."
135274,B005VOOM4A,AZA55FJD7CCZN,"Between the Lines ""J. Morrill""",3,5,4,1332288000,"Amazing smell, good flavor","It should be noted, since it isn't in the product description, that these are pods for a pod-type coffee maker.  They are not to be used without one.  That being said, I thought the flavor was good, nothing that blew me out of the water, but it was pleasant.  My first 2 cups weren't really strong enough for my liking.  I think I will try using a bit less water next time.  Overall, I love the aroma.  This product is organic and fair trade certified.  They also claim to be grown on a biodiverse farm, with workers who are treated ethically, and through sustainable cultivation...all good points for me.  Each pod is individually packaged which seals in freshness."
447898,B001JYU06K,A38GQZIJ9511I9,Andrew,1,1,2,1331251200,NOT long lasting,"I was very disappointed by the product.  They are NOT long lasting as I was lead to believe.  I was going to buy Chewlotta's which take my dog about 2 hrs to go through 1, but I thought it was too pricey at $3 a pop.  My dog could eat this whole bag in less than 2 hours.  He does enjoy them though."
277360,B000VK8AVK,ASIMCC20UVK58,R Shackleford,2,2,3,1324339200,"Popchips 5 Stars, Chili Lime Flavor 3 Stars","I have a bag of Popchips everyday with lunch. So needless to say I love Popchips. When I saw a new flavor available on Amazon of course I had to try it. Chili Lime sounded interesting, and it is indeed an interesting flavor. There is a big hint of lime along with the ""chili"" flavor which is hard to explain. I think this is one of those things that you just have to try for yourself if it sounds interesting. They're decent enough that I will finish off the box, but I can't say I would buy this flavor again."
275383,B005VOONI0,A3R9H6OKZHHRJD,LH422,0,1,3,1336176000,"Acceptable, but not fantastic","This coffee smelled great, but the taste was less impressive.  It wasn't that the coffee was too bitter or strong, it was that the taste was sort of blah.  There was nothing remarkable about the flavor, it really was quite boring, if one can call a coffee boring.  This coffee would do the job in the morning if I didn't have any better stuff to drink, but I wouldn't go out of my way to buy it.  It's just not very flavorful.  If it tasted like it smelled it would have been so much better."
137747,B000CQE3HS,ARG2SXX77APRQ,Scott,2,2,1,1202083200,Horrible Texture!!!,I have gotten this flavor of slim jim before from amazon and loved it however this order tasted like salty cardboard! Expiration date of march 08 but these must have been stored improperly because they are nasty. I guess with amazon your rolling the dice when you order snacks. Sometimes they are good and sometimes they really really bad. Good luck to all who are brave enough to gamble their $$$
524996,B000NMCJV8,AHYRTWABDAG1H,"E. Thomsen ""arvig""",1,1,4,1288224000,"Good cookies, but see my review","These are good cookies, and worth the four stars, IF one rates the cookies one can get from the mall and/or order directly from Mrs. Field's website directly to be 5 stars.  These are soft as an aside.  I would disagree though and not rate them ""YUCK"" as one reviewer has done here.  I can tell that the grade of white chocolate isn't quite the same as the cookies sold from their website for instance.  So, much better then ""YUCK"", I'm not disappointed at all but next time I want a box of their cookies I'll probably order from Mrs. Field's direct."
303883,B0072Z1ZNM,A3GFD8MGG22H01,66motorsport,0,0,4,1348012800,very good but...,"Tried the jackpot.... very good quality.. found the portion smaller than if I had I poured my own helping of Quaker Oats from the tub...maybe that is why I'm over weight!<br /><br />The disapointment was no price break to my local coffee shop where I purchased the different flavors to experiment...<br /><br />Very good quality though...<br /><br />I am willing to pay for quality but if I take the retailer out of the equation, I expect a bigger price break at amazon..."
30210,B000DZFMEQ,A2CZJS8GQ517ZM,"Sheryl Gowen ""Glamma G""",3,3,1,1262995200,Tainted Product?,"I've been using Pamela's products with great success, ordering a case of the bread mix from the Amazon online <a href=""http://www.amazon.com/gp/product/B000DZFMEQ"">Pamela's Products Wheat-Free & Gluten-Free Bread Mix, 19-Ounce Packages (Pack of 6)</a> grocery every month.  But in November, the bread started to have a very strange chemical after taste and also gave both my husband and myself serious digestive upset.  I made a few more loaves to see if it was just one bag of the mix, but no, it seems to be a recurring problem.  We also purchased a bag of Pamela's GF white cake mix from the grocery store recently and it had the same noxious taste and smell.  What's up?  I have three cases of the bread mix that I plan to return to Amazon for a refund."
194609,B003ZT61E2,A1FHWJ7EFO3E3U,J. McKnite,0,0,4,1324944000,Subtle taste works for this tea drinker,I'm more of a tea drinker and was surprised I actually liked this coffee.  It wasn't too heavy on the peppermint or chocolate flavors.  I would buy this coffee again as it's a pleasant change for me and doesn't upset my stomach like some flavored coffees tend to do.
538,B000G6RYNE,A18VDAH788BOAC,Geeb,1,3,1,1331856000,Gone down hill,"When originally produced in England  these we're the best chips I had ever tasted but unfortunately since they were bought out by the US conglomerate they now taste plain nasty. Hard rather than crispy, are much thinner than they used  to be and lacking any  flavour , a real shame."
334499,B0000GH6WY,A1D6MIWDTV4XO1,austin glenn,5,67,2,1154736000,not very sexy,"I proceeded to open the container then pour it all over myself, in front of my girlfriend. Imagine my embarassment with poweder all over myself.<br /><br />Needless to say the evening did not go as planned.<br /><br />Though I did take a bath, and the water did taste an awfully lot like milk.<br /><br />My fault though, for thinking the company was Nido Powder"
391029,B0059SE95A,A1RR835I8VF0VV,Gab,5,5,1,1322179200,It's hollow!,"My dogs are 55lbs and 25lbs, within a few days they chewed through this bone which started to fall to pieces because it is hollow. If your dog is not a super chewer it might be good for them, but if your dogs gnaw nylabones into shanks like my dogs do, I would not recommend this."
210672,B001EQ4OWO,A3E6DBYPNGU4SE,Les,0,0,2,1289433600,These biobags ain't what they used to be,"I have been purchasing BioBags from Amazon for more than a year and have been delighted with the quality, strength and size.  My most recent re-order disappointed.  The bags are considerably thinner and the side seams often break when picking up dog deposits.  I notice on the packaging that they now meet California Law and say the bags should be used within six months.  Since there is no use by date on the package, I don't know how long they have been sitting on the shelf deteriorating before I received them.  Either way, I will be looking for a different biodegradable, compostible poop bag in order to remain environmentally correct."
101785,B005QRPHPU,A7UPJYPAH73NC,Douglas Figueredo,0,0,4,1323648000,Pretty large,"These treat sticks are larger than I thought they would be.  I ended up cutting them down for my miniature dachshund (easy to do, you only have to notch into them a bit with a large knife and then bend in half).  She seemed to like them a lot, but I wish they'd taken more time for her to chew down.  She was able to eat one pretty quickly.  That would be my only negative, in that I like a treat this size to take a while for my dog to chew it down."
212234,B0036Q6DSS,ATOAF0EVXY8CZ,TAP,0,0,4,1344211200,Bad Packaging,"A friend of the family gave us some Bob's Red Mill whole flaxseed, and so I went looking for it on Amazon. Found this instead for a cheaper price--plus it's already ground for you! The product is fine, but the packaging is not; it's definitely not resealable. I must have tried thirty different times to seal that bag, and it wouldn't take. Thankfully we had some containers around to store it in, but it's rather inconvenient, especially with such a large quantity."
164394,B003X1FTZE,AT0TWVT8XJRFV,Patricia A. Malone,0,0,2,1292371200,trophy pistachios way to salty,"I order some trophy pistachios, which had way to much salt on them. I would have loved them but they put to much salt on them, so i will not order them ever again. I loved my pistachios without all the salt on them."
210752,B001EQ4OWO,A2KSSCQSKDL2N0,C. Dula,0,0,5,1342051200,"Love these, also, good seller","Have been using these for over 5 years now.  Best product on the market.  These are the only TRULY biodegradable pet waste bags, they are made from corn.  They hold up well and I've had no issues with tears or leaks.  Highly recommend the product and the seller - shipping was extremely fast!"
135062,B0064KIX9K,A2E4BZ63VCDY2U,E. R. Markus,0,0,4,1330819200,Too many oranges!,"I had been buying this candy from a machine (for a quarter at a time) and filling a ziplock bag to take home.  I tried to find it in the bricks and mortar stores, and they don't seem to have it or even know what I am talking about.  I even checked the bulk candy place in the mall (which seems to have gotten very expensive), yet even they didn't seem to know.<br /><br />Nitwitz works well as a ""candy dish"" candy because the pieces are solid (no candy dust) and don't seem to leave a residue in the dish (like a gummy candy might).  These are very similar to Willy Wonka Runts, but somewhat smaller and more tart.  The only issue with it is that it seems that the oranges make up an outsize percentage of the mix.  I suppose that it is possible that buying it from the machine somehow filtered out the larger orange pieces.  Also, the orange pieces are more like jawbreakers and I will have to warn guests about trying to bite down on them right away.  The other pieces are not quite as hard.<br /><br />Overall, I am pleased with the 2.5 lbs. mix and it should last me for several months.  It arrived in an unlabeled, sealed plastic bag inside two padded envelopes.  There does not seem to be any broken pieces."
313954,B004JRO1S2,APP5MBH2BSX6I,"Brian Hulett ""okierazorbacker2""",0,0,3,1326240000,"Meh, you can do better","I'm not sure what you might want to try this for.  I know it's not much good on leftover holiday turkey, and it's only so-so in tacos & burritos.  YMMV, but plain salsa, taco sauce, or Taco Bell's own Chipotle sauce are all much better for my taste."
